Rank,winner_team,ptsw,win,Year
1,Brazil,44,1,1993
2,Germany,41,0.931818181818182,1993
3,Italy,31,0.704545454545455,1993
4,Argentina,24,0.545454545454545,1993
5,England,18,0.409090909090909,1993
6,France,15,0.340909090909091,1993
7,Hungary,15,0.340909090909091,1993
8,Soviet Union,15,0.340909090909091,1993
9,Uruguay,15,0.340909090909091,1993
10,Yugoslavia,14,0.318181818181818,1993
11,Poland,13,0.295454545454545,1993
12,Spain,13,0.295454545454545,1993
13,Austria,12,0.272727272727273,1993
14,Sweden,12,0.272727272727273,1993
15,Czechoslovakia,11,0.25,1993
16,Netherlands,8,0.181818181818182,1993
17,Belgium,7,0.159090909090909,1993
18,Chile,7,0.159090909090909,1993
19,Mexico,6,0.136363636363636,1993
20,Portugal,6,0.136363636363636,1993
21,Switzerland,5,0.113636363636364,1993
22,Peru,4,0.0909090909090909,1993
23,Scotland,4,0.0909090909090909,1993
24,Cameroon,3,0.0681818181818182,1993
25,Denmark,3,0.0681818181818182,1993
26,Northern Ireland,3,0.0681818181818182,1993
27,Paraguay,3,0.0681818181818182,1993
28,Romania,3,0.0681818181818182,1993
29,United States,3,0.0681818181818182,1993
30,Algeria,2,0.0454545454545455,1993
31,Costa Rica,2,0.0454545454545455,1993
32,Colombia,1,0.0227272727272727,1993
33,Cuba,1,0.0227272727272727,1993
34,Morocco,1,0.0227272727272727,1993
35,North Korea,1,0.0227272727272727,1993
36,Tunisia,1,0.0227272727272727,1993
37,Turkey,1,0.0227272727272727,1993
38,Wales,1,0.0227272727272727,1993
1,Brazil,49,1,1994
2,Germany,44,0.897959183673469,1994
3,Italy,35,0.714285714285714,1994
4,Argentina,26,0.530612244897959,1994
5,England,18,0.36734693877551,1994
6,France,15,0.306122448979592,1994
7,Hungary,15,0.306122448979592,1994
8,Soviet Union,15,0.306122448979592,1994
9,Spain,15,0.306122448979592,1994
10,Sweden,15,0.306122448979592,1994
11,Uruguay,15,0.306122448979592,1994
12,Yugoslavia,14,0.285714285714286,1994
13,Poland,13,0.26530612244898,1994
14,Austria,12,0.244897959183673,1994
15,Czechoslovakia,11,0.224489795918367,1994
16,Netherlands,11,0.224489795918367,1994
17,Belgium,9,0.183673469387755,1994
18,Chile,7,0.142857142857143,1994
19,Mexico,7,0.142857142857143,1994
20,Portugal,6,0.122448979591837,1994
21,Romania,6,0.122448979591837,1994
22,Switzerland,6,0.122448979591837,1994
23,Peru,4,0.0816326530612245,1994
24,Scotland,4,0.0816326530612245,1994
25,United States,4,0.0816326530612245,1994
26,Bulgaria,3,0.0612244897959184,1994
27,Cameroon,3,0.0612244897959184,1994
28,Denmark,3,0.0612244897959184,1994
29,Northern Ireland,3,0.0612244897959184,1994
30,Paraguay,3,0.0612244897959184,1994
31,Algeria,2,0.0408163265306122,1994
32,Colombia,2,0.0408163265306122,1994
33,Costa Rica,2,0.0408163265306122,1994
34,Nigeria,2,0.0408163265306122,1994
35,Saudi Arabia,2,0.0408163265306122,1994
36,Cuba,1,0.0204081632653061,1994
37,Morocco,1,0.0204081632653061,1994
38,North Korea,1,0.0204081632653061,1994
39,Norway,1,0.0204081632653061,1994
40,Republic of Ireland,1,0.0204081632653061,1994
41,Russia,1,0.0204081632653061,1994
42,Tunisia,1,0.0204081632653061,1994
43,Turkey,1,0.0204081632653061,1994
44,Wales,1,0.0204081632653061,1994
1,Brazil,49,1,1995
2,Germany,44,0.897959183673469,1995
3,Italy,35,0.714285714285714,1995
4,Argentina,26,0.530612244897959,1995
5,England,18,0.36734693877551,1995
6,France,15,0.306122448979592,1995
7,Hungary,15,0.306122448979592,1995
8,Soviet Union,15,0.306122448979592,1995
9,Spain,15,0.306122448979592,1995
10,Sweden,15,0.306122448979592,1995
11,Uruguay,15,0.306122448979592,1995
12,Yugoslavia,14,0.285714285714286,1995
13,Poland,13,0.26530612244898,1995
14,Austria,12,0.244897959183673,1995
15,Czechoslovakia,11,0.224489795918367,1995
16,Netherlands,11,0.224489795918367,1995
17,Belgium,9,0.183673469387755,1995
18,Chile,7,0.142857142857143,1995
19,Mexico,7,0.142857142857143,1995
20,Portugal,6,0.122448979591837,1995
21,Romania,6,0.122448979591837,1995
22,Switzerland,6,0.122448979591837,1995
23,Peru,4,0.0816326530612245,1995
24,Scotland,4,0.0816326530612245,1995
25,United States,4,0.0816326530612245,1995
26,Bulgaria,3,0.0612244897959184,1995
27,Cameroon,3,0.0612244897959184,1995
28,Denmark,3,0.0612244897959184,1995
29,Northern Ireland,3,0.0612244897959184,1995
30,Paraguay,3,0.0612244897959184,1995
31,Algeria,2,0.0408163265306122,1995
32,Colombia,2,0.0408163265306122,1995
33,Costa Rica,2,0.0408163265306122,1995
34,Nigeria,2,0.0408163265306122,1995
35,Saudi Arabia,2,0.0408163265306122,1995
36,Cuba,1,0.0204081632653061,1995
37,Morocco,1,0.0204081632653061,1995
38,North Korea,1,0.0204081632653061,1995
39,Norway,1,0.0204081632653061,1995
40,Republic of Ireland,1,0.0204081632653061,1995
41,Russia,1,0.0204081632653061,1995
42,Tunisia,1,0.0204081632653061,1995
43,Turkey,1,0.0204081632653061,1995
44,Wales,1,0.0204081632653061,1995
1,Brazil,49,1,1996
2,Germany,44,0.897959183673469,1996
3,Italy,35,0.714285714285714,1996
4,Argentina,26,0.530612244897959,1996
5,England,18,0.36734693877551,1996
6,France,15,0.306122448979592,1996
7,Hungary,15,0.306122448979592,1996
8,Soviet Union,15,0.306122448979592,1996
9,Spain,15,0.306122448979592,1996
10,Sweden,15,0.306122448979592,1996
11,Uruguay,15,0.306122448979592,1996
12,Yugoslavia,14,0.285714285714286,1996
13,Poland,13,0.26530612244898,1996
14,Austria,12,0.244897959183673,1996
15,Czechoslovakia,11,0.224489795918367,1996
16,Netherlands,11,0.224489795918367,1996
17,Belgium,9,0.183673469387755,1996
18,Chile,7,0.142857142857143,1996
19,Mexico,7,0.142857142857143,1996
20,Portugal,6,0.122448979591837,1996
21,Romania,6,0.122448979591837,1996
22,Switzerland,6,0.122448979591837,1996
23,Peru,4,0.0816326530612245,1996
24,Scotland,4,0.0816326530612245,1996
25,United States,4,0.0816326530612245,1996
26,Bulgaria,3,0.0612244897959184,1996
27,Cameroon,3,0.0612244897959184,1996
28,Denmark,3,0.0612244897959184,1996
29,Northern Ireland,3,0.0612244897959184,1996
30,Paraguay,3,0.0612244897959184,1996
31,Algeria,2,0.0408163265306122,1996
32,Colombia,2,0.0408163265306122,1996
33,Costa Rica,2,0.0408163265306122,1996
34,Nigeria,2,0.0408163265306122,1996
35,Saudi Arabia,2,0.0408163265306122,1996
36,Cuba,1,0.0204081632653061,1996
37,Morocco,1,0.0204081632653061,1996
38,North Korea,1,0.0204081632653061,1996
39,Norway,1,0.0204081632653061,1996
40,Republic of Ireland,1,0.0204081632653061,1996
41,Russia,1,0.0204081632653061,1996
42,Tunisia,1,0.0204081632653061,1996
43,Turkey,1,0.0204081632653061,1996
44,Wales,1,0.0204081632653061,1996
1,Brazil,49,1,1997
2,Germany,44,0.897959183673469,1997
3,Italy,35,0.714285714285714,1997
4,Argentina,26,0.530612244897959,1997
5,England,18,0.36734693877551,1997
6,France,15,0.306122448979592,1997
7,Hungary,15,0.306122448979592,1997
8,Soviet Union,15,0.306122448979592,1997
9,Spain,15,0.306122448979592,1997
10,Sweden,15,0.306122448979592,1997
11,Uruguay,15,0.306122448979592,1997
12,Yugoslavia,14,0.285714285714286,1997
13,Poland,13,0.26530612244898,1997
14,Austria,12,0.244897959183673,1997
15,Czechoslovakia,11,0.224489795918367,1997
16,Netherlands,11,0.224489795918367,1997
17,Belgium,9,0.183673469387755,1997
18,Chile,7,0.142857142857143,1997
19,Mexico,7,0.142857142857143,1997
20,Portugal,6,0.122448979591837,1997
21,Romania,6,0.122448979591837,1997
22,Switzerland,6,0.122448979591837,1997
23,Peru,4,0.0816326530612245,1997
24,Scotland,4,0.0816326530612245,1997
25,United States,4,0.0816326530612245,1997
26,Bulgaria,3,0.0612244897959184,1997
27,Cameroon,3,0.0612244897959184,1997
28,Denmark,3,0.0612244897959184,1997
29,Northern Ireland,3,0.0612244897959184,1997
30,Paraguay,3,0.0612244897959184,1997
31,Algeria,2,0.0408163265306122,1997
32,Colombia,2,0.0408163265306122,1997
33,Costa Rica,2,0.0408163265306122,1997
34,Nigeria,2,0.0408163265306122,1997
35,Saudi Arabia,2,0.0408163265306122,1997
36,Cuba,1,0.0204081632653061,1997
37,Morocco,1,0.0204081632653061,1997
38,North Korea,1,0.0204081632653061,1997
39,Norway,1,0.0204081632653061,1997
40,Republic of Ireland,1,0.0204081632653061,1997
41,Russia,1,0.0204081632653061,1997
42,Tunisia,1,0.0204081632653061,1997
43,Turkey,1,0.0204081632653061,1997
44,Wales,1,0.0204081632653061,1997
1,Brazil,53,1,1998
2,Germany,47,0.886792452830189,1998
3,Italy,38,0.716981132075472,1998
4,Argentina,29,0.547169811320755,1998
5,France,21,0.39622641509434,1998
6,England,20,0.377358490566038,1998
7,Spain,16,0.30188679245283,1998
8,Hungary,15,0.283018867924528,1998
9,Soviet Union,15,0.283018867924528,1998
10,Sweden,15,0.283018867924528,1998
11,Uruguay,15,0.283018867924528,1998
12,Netherlands,14,0.264150943396226,1998
13,Yugoslavia,14,0.264150943396226,1998
14,Poland,13,0.245283018867925,1998
15,Austria,12,0.226415094339623,1998
16,Czechoslovakia,11,0.207547169811321,1998
17,Belgium,9,0.169811320754717,1998
18,Mexico,8,0.150943396226415,1998
19,Romania,8,0.150943396226415,1998
20,Chile,7,0.132075471698113,1998
21,Portugal,6,0.113207547169811,1998
22,Switzerland,6,0.113207547169811,1998
23,Croatia,5,0.0943396226415094,1998
24,Denmark,5,0.0943396226415094,1998
25,Nigeria,4,0.0754716981132076,1998
26,Paraguay,4,0.0754716981132076,1998
27,Peru,4,0.0754716981132076,1998
28,Scotland,4,0.0754716981132076,1998
29,United States,4,0.0754716981132076,1998
30,Bulgaria,3,0.0566037735849057,1998
31,Cameroon,3,0.0566037735849057,1998
32,Colombia,3,0.0566037735849057,1998
33,Northern Ireland,3,0.0566037735849057,1998
34,Algeria,2,0.0377358490566038,1998
35,Costa Rica,2,0.0377358490566038,1998
36,FR Yugoslavia,2,0.0377358490566038,1998
37,Morocco,2,0.0377358490566038,1998
38,Norway,2,0.0377358490566038,1998
39,Saudi Arabia,2,0.0377358490566038,1998
40,Cuba,1,0.0188679245283019,1998
41,Iran,1,0.0188679245283019,1998
42,Jamaica,1,0.0188679245283019,1998
43,North Korea,1,0.0188679245283019,1998
44,Republic of Ireland,1,0.0188679245283019,1998
45,Russia,1,0.0188679245283019,1998
46,Tunisia,1,0.0188679245283019,1998
47,Turkey,1,0.0188679245283019,1998
48,Wales,1,0.0188679245283019,1998
1,Brazil,53,1,1999
2,Germany,47,0.886792452830189,1999
3,Italy,38,0.716981132075472,1999
4,Argentina,29,0.547169811320755,1999
5,France,21,0.39622641509434,1999
6,England,20,0.377358490566038,1999
7,Spain,16,0.30188679245283,1999
8,Hungary,15,0.283018867924528,1999
9,Soviet Union,15,0.283018867924528,1999
10,Sweden,15,0.283018867924528,1999
11,Uruguay,15,0.283018867924528,1999
12,Netherlands,14,0.264150943396226,1999
13,Yugoslavia,14,0.264150943396226,1999
14,Poland,13,0.245283018867925,1999
15,Austria,12,0.226415094339623,1999
16,Czechoslovakia,11,0.207547169811321,1999
17,Belgium,9,0.169811320754717,1999
18,Mexico,8,0.150943396226415,1999
19,Romania,8,0.150943396226415,1999
20,Chile,7,0.132075471698113,1999
21,Portugal,6,0.113207547169811,1999
22,Switzerland,6,0.113207547169811,1999
23,Croatia,5,0.0943396226415094,1999
24,Denmark,5,0.0943396226415094,1999
25,Nigeria,4,0.0754716981132076,1999
26,Paraguay,4,0.0754716981132076,1999
27,Peru,4,0.0754716981132076,1999
28,Scotland,4,0.0754716981132076,1999
29,United States,4,0.0754716981132076,1999
30,Bulgaria,3,0.0566037735849057,1999
31,Cameroon,3,0.0566037735849057,1999
32,Colombia,3,0.0566037735849057,1999
33,Northern Ireland,3,0.0566037735849057,1999
34,Algeria,2,0.0377358490566038,1999
35,Costa Rica,2,0.0377358490566038,1999
36,FR Yugoslavia,2,0.0377358490566038,1999
37,Morocco,2,0.0377358490566038,1999
38,Norway,2,0.0377358490566038,1999
39,Saudi Arabia,2,0.0377358490566038,1999
40,Cuba,1,0.0188679245283019,1999
41,Iran,1,0.0188679245283019,1999
42,Jamaica,1,0.0188679245283019,1999
43,North Korea,1,0.0188679245283019,1999
44,Republic of Ireland,1,0.0188679245283019,1999
45,Russia,1,0.0188679245283019,1999
46,Tunisia,1,0.0188679245283019,1999
47,Turkey,1,0.0188679245283019,1999
48,Wales,1,0.0188679245283019,1999
1,Brazil,53,1,2000
2,Germany,47,0.886792452830189,2000
3,Italy,38,0.716981132075472,2000
4,Argentina,29,0.547169811320755,2000
5,France,21,0.39622641509434,2000
6,England,20,0.377358490566038,2000
7,Spain,16,0.30188679245283,2000
8,Hungary,15,0.283018867924528,2000
9,Soviet Union,15,0.283018867924528,2000
10,Sweden,15,0.283018867924528,2000
11,Uruguay,15,0.283018867924528,2000
12,Netherlands,14,0.264150943396226,2000
13,Yugoslavia,14,0.264150943396226,2000
14,Poland,13,0.245283018867925,2000
15,Austria,12,0.226415094339623,2000
16,Czechoslovakia,11,0.207547169811321,2000
17,Belgium,9,0.169811320754717,2000
18,Mexico,8,0.150943396226415,2000
19,Romania,8,0.150943396226415,2000
20,Chile,7,0.132075471698113,2000
21,Portugal,6,0.113207547169811,2000
22,Switzerland,6,0.113207547169811,2000
23,Croatia,5,0.0943396226415094,2000
24,Denmark,5,0.0943396226415094,2000
25,Nigeria,4,0.0754716981132076,2000
26,Paraguay,4,0.0754716981132076,2000
27,Peru,4,0.0754716981132076,2000
28,Scotland,4,0.0754716981132076,2000
29,United States,4,0.0754716981132076,2000
30,Bulgaria,3,0.0566037735849057,2000
31,Cameroon,3,0.0566037735849057,2000
32,Colombia,3,0.0566037735849057,2000
33,Northern Ireland,3,0.0566037735849057,2000
34,Algeria,2,0.0377358490566038,2000
35,Costa Rica,2,0.0377358490566038,2000
36,FR Yugoslavia,2,0.0377358490566038,2000
37,Morocco,2,0.0377358490566038,2000
38,Norway,2,0.0377358490566038,2000
39,Saudi Arabia,2,0.0377358490566038,2000
40,Cuba,1,0.0188679245283019,2000
41,Iran,1,0.0188679245283019,2000
42,Jamaica,1,0.0188679245283019,2000
43,North Korea,1,0.0188679245283019,2000
44,Republic of Ireland,1,0.0188679245283019,2000
45,Russia,1,0.0188679245283019,2000
46,Tunisia,1,0.0188679245283019,2000
47,Turkey,1,0.0188679245283019,2000
48,Wales,1,0.0188679245283019,2000
1,Brazil,53,1,2001
2,Germany,47,0.886792452830189,2001
3,Italy,38,0.716981132075472,2001
4,Argentina,29,0.547169811320755,2001
5,France,21,0.39622641509434,2001
6,England,20,0.377358490566038,2001
7,Spain,16,0.30188679245283,2001
8,Hungary,15,0.283018867924528,2001
9,Soviet Union,15,0.283018867924528,2001
10,Sweden,15,0.283018867924528,2001
11,Uruguay,15,0.283018867924528,2001
12,Netherlands,14,0.264150943396226,2001
13,Yugoslavia,14,0.264150943396226,2001
14,Poland,13,0.245283018867925,2001
15,Austria,12,0.226415094339623,2001
16,Czechoslovakia,11,0.207547169811321,2001
17,Belgium,9,0.169811320754717,2001
18,Mexico,8,0.150943396226415,2001
19,Romania,8,0.150943396226415,2001
20,Chile,7,0.132075471698113,2001
21,Portugal,6,0.113207547169811,2001
22,Switzerland,6,0.113207547169811,2001
23,Croatia,5,0.0943396226415094,2001
24,Denmark,5,0.0943396226415094,2001
25,Nigeria,4,0.0754716981132076,2001
26,Paraguay,4,0.0754716981132076,2001
27,Peru,4,0.0754716981132076,2001
28,Scotland,4,0.0754716981132076,2001
29,United States,4,0.0754716981132076,2001
30,Bulgaria,3,0.0566037735849057,2001
31,Cameroon,3,0.0566037735849057,2001
32,Colombia,3,0.0566037735849057,2001
33,Northern Ireland,3,0.0566037735849057,2001
34,Algeria,2,0.0377358490566038,2001
35,Costa Rica,2,0.0377358490566038,2001
36,FR Yugoslavia,2,0.0377358490566038,2001
37,Morocco,2,0.0377358490566038,2001
38,Norway,2,0.0377358490566038,2001
39,Saudi Arabia,2,0.0377358490566038,2001
40,Cuba,1,0.0188679245283019,2001
41,Iran,1,0.0188679245283019,2001
42,Jamaica,1,0.0188679245283019,2001
43,North Korea,1,0.0188679245283019,2001
44,Republic of Ireland,1,0.0188679245283019,2001
45,Russia,1,0.0188679245283019,2001
46,Tunisia,1,0.0188679245283019,2001
47,Turkey,1,0.0188679245283019,2001
48,Wales,1,0.0188679245283019,2001
1,Brazil,60,1,2002
2,Germany,52,0.866666666666667,2002
3,Italy,39,0.65,2002
4,Argentina,30,0.5,2002
5,England,22,0.366666666666667,2002
6,France,21,0.35,2002
7,Spain,19,0.316666666666667,2002
8,Sweden,16,0.266666666666667,2002
9,Hungary,15,0.25,2002
10,Soviet Union,15,0.25,2002
11,Uruguay,15,0.25,2002
12,Netherlands,14,0.233333333333333,2002
13,Poland,14,0.233333333333333,2002
14,Yugoslavia,14,0.233333333333333,2002
15,Austria,12,0.2,2002
16,Czechoslovakia,11,0.183333333333333,2002
17,Belgium,10,0.166666666666667,2002
18,Mexico,10,0.166666666666667,2002
19,Romania,8,0.133333333333333,2002
20,Chile,7,0.116666666666667,2002
21,Denmark,7,0.116666666666667,2002
22,Portugal,7,0.116666666666667,2002
23,Croatia,6,0.1,2002
24,Switzerland,6,0.1,2002
25,United States,6,0.1,2002
26,Paraguay,5,0.0833333333333333,2002
27,Turkey,5,0.0833333333333333,2002
28,Cameroon,4,0.0666666666666667,2002
29,Nigeria,4,0.0666666666666667,2002
30,Peru,4,0.0666666666666667,2002
31,Scotland,4,0.0666666666666667,2002
32,Bulgaria,3,0.05,2002
33,Colombia,3,0.05,2002
34,Costa Rica,3,0.05,2002
35,Northern Ireland,3,0.05,2002
36,South Korea,3,0.05,2002
37,Algeria,2,0.0333333333333333,2002
38,FR Yugoslavia,2,0.0333333333333333,2002
39,Japan,2,0.0333333333333333,2002
40,Morocco,2,0.0333333333333333,2002
41,Norway,2,0.0333333333333333,2002
42,Republic of Ireland,2,0.0333333333333333,2002
43,Russia,2,0.0333333333333333,2002
44,Saudi Arabia,2,0.0333333333333333,2002
45,Senegal,2,0.0333333333333333,2002
46,Cuba,1,0.0166666666666667,2002
47,Ecuador,1,0.0166666666666667,2002
48,Iran,1,0.0166666666666667,2002
49,Jamaica,1,0.0166666666666667,2002
50,North Korea,1,0.0166666666666667,2002
51,South Africa,1,0.0166666666666667,2002
52,Tunisia,1,0.0166666666666667,2002
53,Wales,1,0.0166666666666667,2002
1,Brazil,60,1,2003
2,Germany,52,0.866666666666667,2003
3,Italy,39,0.65,2003
4,Argentina,30,0.5,2003
5,England,22,0.366666666666667,2003
6,France,21,0.35,2003
7,Spain,19,0.316666666666667,2003
8,Sweden,16,0.266666666666667,2003
9,Hungary,15,0.25,2003
10,Soviet Union,15,0.25,2003
11,Uruguay,15,0.25,2003
12,Netherlands,14,0.233333333333333,2003
13,Poland,14,0.233333333333333,2003
14,Yugoslavia,14,0.233333333333333,2003
15,Austria,12,0.2,2003
16,Czechoslovakia,11,0.183333333333333,2003
17,Belgium,10,0.166666666666667,2003
18,Mexico,10,0.166666666666667,2003
19,Romania,8,0.133333333333333,2003
20,Chile,7,0.116666666666667,2003
21,Denmark,7,0.116666666666667,2003
22,Portugal,7,0.116666666666667,2003
23,Croatia,6,0.1,2003
24,Switzerland,6,0.1,2003
25,United States,6,0.1,2003
26,Paraguay,5,0.0833333333333333,2003
27,Turkey,5,0.0833333333333333,2003
28,Cameroon,4,0.0666666666666667,2003
29,Nigeria,4,0.0666666666666667,2003
30,Peru,4,0.0666666666666667,2003
31,Scotland,4,0.0666666666666667,2003
32,Bulgaria,3,0.05,2003
33,Colombia,3,0.05,2003
34,Costa Rica,3,0.05,2003
35,Northern Ireland,3,0.05,2003
36,South Korea,3,0.05,2003
37,Algeria,2,0.0333333333333333,2003
38,FR Yugoslavia,2,0.0333333333333333,2003
39,Japan,2,0.0333333333333333,2003
40,Morocco,2,0.0333333333333333,2003
41,Norway,2,0.0333333333333333,2003
42,Republic of Ireland,2,0.0333333333333333,2003
43,Russia,2,0.0333333333333333,2003
44,Saudi Arabia,2,0.0333333333333333,2003
45,Senegal,2,0.0333333333333333,2003
46,Cuba,1,0.0166666666666667,2003
47,Ecuador,1,0.0166666666666667,2003
48,Iran,1,0.0166666666666667,2003
49,Jamaica,1,0.0166666666666667,2003
50,North Korea,1,0.0166666666666667,2003
51,South Africa,1,0.0166666666666667,2003
52,Tunisia,1,0.0166666666666667,2003
53,Wales,1,0.0166666666666667,2003
1,Brazil,60,1,2004
2,Germany,52,0.866666666666667,2004
3,Italy,39,0.65,2004
4,Argentina,30,0.5,2004
5,England,22,0.366666666666667,2004
6,France,21,0.35,2004
7,Spain,19,0.316666666666667,2004
8,Sweden,16,0.266666666666667,2004
9,Hungary,15,0.25,2004
10,Soviet Union,15,0.25,2004
11,Uruguay,15,0.25,2004
12,Netherlands,14,0.233333333333333,2004
13,Poland,14,0.233333333333333,2004
14,Yugoslavia,14,0.233333333333333,2004
15,Austria,12,0.2,2004
16,Czechoslovakia,11,0.183333333333333,2004
17,Belgium,10,0.166666666666667,2004
18,Mexico,10,0.166666666666667,2004
19,Romania,8,0.133333333333333,2004
20,Chile,7,0.116666666666667,2004
21,Denmark,7,0.116666666666667,2004
22,Portugal,7,0.116666666666667,2004
23,Croatia,6,0.1,2004
24,Switzerland,6,0.1,2004
25,United States,6,0.1,2004
26,Paraguay,5,0.0833333333333333,2004
27,Turkey,5,0.0833333333333333,2004
28,Cameroon,4,0.0666666666666667,2004
29,Nigeria,4,0.0666666666666667,2004
